graph_file,execution_time_ms,montemanni_cost_real,montemanni_path_length
graph_0001_n43.txt,9.028900065459311,198,3
graph_0002_n20.txt,6.337700062431395,59,1
graph_0003_n9.txt,4.130899906158447,53,1
graph_0004_n74.txt,13.010199996642768,111,2
graph_0005_n85.txt,10.393499978818,70,1
graph_0006_n98.txt,23.287200019694865,165,3
graph_0007_n3.txt,1.283799996599555,31,1
graph_0008_n58.txt,8.32840008661151,148,3
graph_0009_n17.txt,3.9004000136628747,80,1
graph_0010_n61.txt,23.301500012166798,226,3
graph_0011_n80.txt,17.636099946685135,117,2
graph_0012_n64.txt,12.939600041136146,210,3
graph_0013_n48.txt,13.127500074915588,139,2
graph_0014_n39.txt,7.6688999542966485,139,2
graph_0015_n91.txt,31.382199958898127,272,6
graph_0016_n65.txt,19.39269993454218,238,4
graph_0017_n44.txt,15.613900031894445,259,4
graph_0018_n51.txt,16.90499996766448,202,3
graph_0019_n24.txt,9.672699961811304,92,1
graph_0020_n19.txt,5.6356999557465315,56,1
graph_0021_n9.txt,5.027799983508885,96,2
graph_0022_n6.txt,3.6577999126166105,40,1
graph_0023_n84.txt,22.806899971328676,353,6
graph_0024_n45.txt,8.498099981807172,138,2
graph_0025_n39.txt,8.192899986170232,72,1
graph_0026_n69.txt,13.373599969781935,190,3
graph_0027_n49.txt,15.146999969147146,248,4
graph_0028_n66.txt,9.743300033733249,175,3
graph_0029_n25.txt,11.099600000306964,125,2
graph_0030_n98.txt,13.813900062814355,233,3
graph_0031_n56.txt,11.61460008006543,304,5
graph_0032_n55.txt,12.091999989934266,203,3
graph_0033_n95.txt,16.665900009684265,177,3
graph_0034_n33.txt,6.54880004003644,118,2
graph_0035_n94.txt,22.899999981746078,241,4
graph_0036_n86.txt,14.820899930782616,95,1
graph_0037_n94.txt,21.347700036130846,112,2
graph_0038_n46.txt,8.49529996048659,117,2
graph_0039_n4.txt,2.8858999721705914,73,1
graph_0040_n66.txt,13.079099939204752,268,5
graph_0041_n33.txt,8.575799991376698,48,1
graph_0042_n87.txt,15.212300000712276,308,5
graph_0043_n33.txt,15.155299915932119,263,4
graph_0044_n33.txt,8.730800007469952,162,2
graph_0045_n83.txt,11.504099937155843,245,3
graph_0046_n62.txt,11.278700083494186,91,1
graph_0047_n9.txt,2.7224000077694654,49,1
graph_0048_n49.txt,5.321800010278821,169,3
graph_0049_n78.txt,27.699500089511275,309,5
graph_0050_n93.txt,10.06439991760999,281,4
graph_0051_n44.txt,7.670999970287085,150,2
graph_0052_n48.txt,9.211999946273863,71,1
graph_0053_n44.txt,8.723600069060922,147,3
graph_0054_n81.txt,24.635800044052303,222,5
graph_0055_n7.txt,3.7603999953716993,115,2
graph_0056_n25.txt,5.918900016695261,109,2
graph_0057_n78.txt,14.33310005813837,126,2
graph_0058_n13.txt,3.9428999880328774,33,2
graph_0059_n62.txt,15.517899999395013,69,1
graph_0060_n80.txt,11.12560008186847,478,8
graph_0061_n64.txt,14.953700010664761,176,2
graph_0062_n96.txt,31.430199975147843,166,3
graph_0063_n30.txt,8.802799973636866,129,2
graph_0064_n39.txt,11.239100014790893,175,4
graph_0065_n67.txt,9.284900035709143,136,2
graph_0066_n40.txt,7.585499901324511,136,2
graph_0067_n73.txt,13.549900031648576,145,2
graph_0068_n45.txt,7.4486000230535865,172,3
graph_0069_n21.txt,3.8406000239774585,183,2
graph_0070_n85.txt,14.05160001013428,187,3
graph_0071_n36.txt,9.15639998856932,75,1
graph_0072_n44.txt,16.182600054889917,191,3
graph_0073_n94.txt,10.911799967288971,25,1
graph_0074_n29.txt,6.159900105558336,184,3
graph_0075_n27.txt,3.1949999975040555,123,3
graph_0076_n52.txt,8.10740003362298,383,6
graph_0077_n88.txt,9.250100003555417,60,1
graph_0078_n21.txt,3.7727999733760953,125,2
graph_0079_n75.txt,9.467899915762246,21,1
graph_0080_n86.txt,10.571200051344931,73,1
graph_0081_n19.txt,1.4066000003367662,98,2
graph_0082_n32.txt,6.181799923069775,260,3
graph_0083_n76.txt,10.83949999883771,201,4
graph_0084_n33.txt,3.1344000017270446,201,4
graph_0085_n52.txt,7.288999971933663,74,1
graph_0086_n10.txt,2.5243000127375126,30,1
graph_0087_n89.txt,9.41430008970201,255,4
graph_0088_n43.txt,5.743899964727461,85,1
graph_0089_n72.txt,6.674699950963259,124,2
graph_0090_n43.txt,3.5228999331593513,109,2
graph_0091_n38.txt,13.044300023466349,92,2
graph_0092_n49.txt,12.522300006821752,103,2
graph_0093_n34.txt,8.386399946175516,102,2
graph_0094_n86.txt,14.467700035311282,61,1
graph_0095_n36.txt,14.038100023753941,175,2
graph_0096_n6.txt,3.4204000839963555,88,1
graph_0097_n43.txt,7.32209999114275,80,1
graph_0098_n33.txt,3.867999999783933,120,2
graph_0099_n72.txt,8.787899976596236,82,3
graph_0100_n37.txt,4.293299978598952,128,3
graph_0101_n5.txt,1.7290000105276704,70,2
graph_0102_n57.txt,4.543300019577146,172,2
graph_0103_n57.txt,6.540899979881942,229,4
graph_0104_n48.txt,5.010100081562996,199,3
graph_0105_n15.txt,1.20749999769032,83,1
graph_0106_n19.txt,0.897300080396235,78,1
graph_0107_n35.txt,4.146200022660196,29,1
graph_0108_n92.txt,15.204700059257448,267,5
graph_0109_n79.txt,12.963599991053343,377,6
graph_0110_n99.txt,6.862999987788498,340,6
graph_0111_n31.txt,3.6368999863043427,65,1
graph_0112_n39.txt,9.180299937725067,290,4
graph_0113_n28.txt,3.588699968531728,96,1
graph_0114_n47.txt,8.511599968187511,232,4
graph_0115_n37.txt,1.6594999469816685,113,3
graph_0116_n90.txt,12.07950001116842,167,2
graph_0117_n76.txt,34.62659998331219,256,5
graph_0118_n93.txt,12.683300068601966,620,8
graph_0119_n46.txt,7.325200014747679,96,2
graph_0120_n88.txt,13.65300000179559,298,6
graph_0121_n84.txt,8.217500057071447,65,2
graph_0122_n64.txt,6.728400010615587,105,2
graph_0123_n51.txt,6.965299951843917,105,2
graph_0124_n89.txt,10.635600076057017,134,2
graph_0125_n89.txt,8.691999944858253,172,4
graph_0126_n77.txt,9.848199901171029,40,1
graph_0127_n70.txt,106.54169996269047,230,4
graph_0128_n97.txt,39.53549999278039,291,4
graph_0129_n92.txt,13.487199903465807,85,2
graph_0130_n56.txt,8.851699996739626,157,3
graph_0131_n21.txt,4.260799963958561,211,3
graph_0132_n28.txt,6.842300062999129,88,1
graph_0133_n88.txt,12.643099995329976,164,4
graph_0134_n49.txt,5.03460003528744,66,1
graph_0135_n48.txt,8.663499960675836,250,4
graph_0136_n10.txt,1.590500003658235,134,2
graph_0137_n49.txt,6.153799942694604,111,3
graph_0138_n13.txt,2.430900000035763,41,1
graph_0139_n80.txt,8.975300006568432,249,4
graph_0140_n13.txt,1.5796999214217067,95,1
graph_0141_n17.txt,2.1853999933227897,70,1
graph_0142_n62.txt,10.56969992350787,274,5
graph_0143_n82.txt,6.403599982149899,72,1
graph_0144_n40.txt,9.76819999050349,203,3
graph_0145_n79.txt,11.809200048446655,131,3
graph_0146_n48.txt,7.546900073066354,105,2
graph_0147_n19.txt,3.683999995701015,122,2
graph_0148_n45.txt,6.335499929264188,101,3
graph_0149_n51.txt,5.402300041168928,171,3
graph_0150_n68.txt,9.549199952743948,245,5
graph_0151_n13.txt,2.0185000030323863,182,2
graph_0152_n32.txt,5.776599980890751,278,5
graph_0153_n53.txt,9.688999969512224,223,3
graph_0154_n35.txt,4.299200023524463,165,2
graph_0155_n72.txt,7.952700019814074,378,7
graph_0156_n100.txt,17.31399993877858,247,6
graph_0157_n56.txt,6.491399952210486,86,1
graph_0158_n54.txt,7.900600088760257,242,4
graph_0159_n99.txt,7.671099971048534,310,4
graph_0160_n28.txt,3.4892000257968903,124,2
graph_0161_n10.txt,1.7102999845519662,21,1
graph_0162_n36.txt,5.0755999982357025,124,2
graph_0163_n43.txt,5.581400007940829,289,5
graph_0164_n32.txt,2.9489999869838357,243,4
graph_0165_n60.txt,6.960800033994019,88,3
graph_0166_n8.txt,1.5197999309748411,25,1
graph_0167_n72.txt,3.752700053155422,41,1
graph_0168_n13.txt,1.5820000553503633,45,1
graph_0169_n9.txt,2.473799977451563,97,1
graph_0170_n56.txt,5.434900056570768,174,3
graph_0171_n80.txt,10.509199928492308,218,3
graph_0172_n12.txt,3.0240999767556787,104,2
graph_0173_n5.txt,1.1483000125735998,94,1
graph_0174_n23.txt,5.23310003336519,169,3
graph_0175_n87.txt,13.695499976165593,418,9
graph_0176_n55.txt,5.921600037254393,164,2
graph_0177_n31.txt,5.229500005953014,98,1
graph_0178_n77.txt,21.04340004734695,284,6
graph_0179_n8.txt,2.6002000086009502,190,2
graph_0180_n46.txt,3.520200029015541,323,5
graph_0181_n4.txt,1.7749000107869506,51,1
graph_0182_n91.txt,13.525000074878335,40,1
graph_0183_n86.txt,9.006200009025633,253,3
graph_0184_n100.txt,4.337400081567466,381,7
graph_0185_n48.txt,5.604399950243533,22,1
graph_0186_n78.txt,10.536099900491536,192,4
graph_0187_n31.txt,5.262900027446449,105,3
graph_0188_n45.txt,6.605800008401275,70,2
graph_0189_n39.txt,5.073000094853342,183,3
graph_0190_n27.txt,3.2682999735698104,109,2
graph_0191_n22.txt,3.400700050406158,71,2
graph_0192_n85.txt,14.188200002536178,308,5
graph_0193_n89.txt,7.284699939191341,218,3
graph_0194_n60.txt,10.976999998092651,263,4
graph_0195_n42.txt,7.167799980379641,206,4
graph_0196_n75.txt,10.110400035046041,140,3
graph_0197_n82.txt,10.451999958604574,272,4
graph_0198_n18.txt,3.1831000233069062,91,2
graph_0199_n70.txt,10.404899949207902,239,4
graph_0200_n61.txt,3.168799914419651,404,6
graph_0201_n40.txt,4.641900071874261,268,5
graph_0202_n29.txt,5.18269999884069,66,1
graph_0203_n86.txt,11.947799939662218,265,4
graph_0204_n56.txt,20.85919992532581,185,4
graph_0205_n6.txt,1.995400059968233,52,1
graph_0206_n81.txt,9.907100000418723,197,3
graph_0207_n76.txt,5.392399965785444,119,2
graph_0208_n97.txt,14.028399949893355,113,2
graph_0209_n26.txt,4.198500071652234,84,2
graph_0210_n31.txt,1.7634999239817262,72,1
graph_0211_n72.txt,9.646099992096424,345,6
graph_0212_n30.txt,2.4921000003814697,23,1
graph_0213_n66.txt,5.219500046223402,129,2
graph_0214_n86.txt,8.310999954119325,273,4
graph_0215_n8.txt,0.7128999568521976,64,2
graph_0216_n91.txt,9.200700093060732,264,4
graph_0217_n26.txt,4.284099908545613,194,3
graph_0218_n26.txt,1.9705999875441194,94,1
graph_0219_n72.txt,14.63850005529821,201,3
graph_0220_n61.txt,15.16409998293966,206,3
graph_0221_n60.txt,10.651100077666342,269,5
graph_0222_n68.txt,4.717100062407553,170,3
graph_0223_n28.txt,2.4877000832930207,75,1
graph_0224_n82.txt,18.38519994635135,220,3
graph_0225_n91.txt,10.734800016507506,125,3
graph_0226_n7.txt,1.6335999825969338,95,1
graph_0227_n52.txt,34.02060002554208,257,5
graph_0228_n79.txt,13.413199922069907,326,7
graph_0229_n5.txt,2.2102000657469034,47,2
graph_0230_n39.txt,8.624000009149313,188,3
graph_0231_n48.txt,5.20929996855557,70,2
graph_0232_n96.txt,11.919000069610775,86,3
graph_0233_n59.txt,7.108299992978573,156,2
graph_0234_n65.txt,9.14719991851598,32,1
graph_0235_n96.txt,8.845100062899292,148,2
graph_0236_n84.txt,16.661400091834366,419,7
graph_0237_n94.txt,14.659199980087578,237,3
graph_0238_n57.txt,6.599500076845288,211,3
graph_0239_n4.txt,1.021199976094067,60,1
graph_0240_n73.txt,9.158600005321205,206,3
graph_0241_n94.txt,13.103100005537271,299,5
graph_0242_n44.txt,4.539899993687868,189,2
graph_0243_n3.txt,1.456499914638698,88,1
graph_0244_n10.txt,1.8276000628247857,19,1
graph_0245_n45.txt,6.462399964220822,147,2
graph_0246_n65.txt,8.621099987067282,122,2
graph_0247_n47.txt,2.54829996265471,311,5
graph_0248_n77.txt,7.621999946422875,373,6
graph_0249_n23.txt,9.187199990265071,171,3
graph_0250_n19.txt,2.924900036305189,125,2
graph_0251_n76.txt,17.37329992465675,197,3
graph_0252_n69.txt,15.101700089871883,91,1
graph_0253_n40.txt,8.007800090126693,285,4
graph_0254_n92.txt,9.04369994532317,149,2
graph_0255_n21.txt,4.132400033995509,128,3
graph_0256_n84.txt,23.468300001695752,218,3
graph_0257_n79.txt,7.189400028437376,52,2
graph_0258_n11.txt,1.9105999963358045,154,2
graph_0259_n52.txt,10.4479999281466,293,6
graph_0260_n83.txt,14.797299983911216,145,3
graph_0261_n52.txt,10.890800040215254,301,5
graph_0262_n27.txt,3.7583999801427126,48,1
graph_0263_n52.txt,7.1183000691235065,87,2
graph_0264_n60.txt,12.247100006788969,80,2
graph_0265_n13.txt,2.79150006826967,84,1
graph_0266_n51.txt,7.531199953518808,277,4
graph_0267_n87.txt,8.027800009585917,85,1
graph_0268_n15.txt,3.193999989889562,116,2
graph_0269_n84.txt,9.990699938498437,236,3
graph_0270_n73.txt,9.680400020442903,233,3
graph_0271_n4.txt,2.4849000619724393,89,1
graph_0272_n49.txt,7.534399977885187,63,1
graph_0273_n94.txt,15.49470005556941,171,3
graph_0274_n58.txt,9.084500023163855,149,3
graph_0275_n76.txt,12.265300028957427,251,3
graph_0276_n45.txt,9.95029998011887,95,1
graph_0277_n7.txt,2.462300006300211,82,1
graph_0278_n91.txt,9.796999976970255,59,1
graph_0279_n91.txt,11.859300080686808,318,5
graph_0280_n32.txt,5.543199949897826,170,3
graph_0281_n81.txt,3.6475999513641,90,1
graph_0282_n71.txt,9.72219998948276,76,1
graph_0283_n7.txt,2.088800072669983,153,2
graph_0284_n30.txt,4.205500008538365,54,1
graph_0285_n68.txt,8.210700005292892,82,1
graph_0286_n29.txt,1.385499956086278,84,1
graph_0287_n19.txt,1.959300017915666,87,1
graph_0288_n55.txt,11.919200071133673,149,3
graph_0289_n47.txt,4.381900071166456,83,1
graph_0290_n33.txt,5.7030998868867755,135,2
graph_0291_n58.txt,6.654500029981136,72,1
graph_0292_n66.txt,13.49879999179393,375,5
graph_0293_n65.txt,7.2191000217571855,81,1
graph_0294_n100.txt,10.81699994392693,164,3
graph_0295_n17.txt,2.240000059828162,38,1
graph_0296_n66.txt,19.29510000627488,274,5
graph_0297_n5.txt,1.5613998984917998,61,1
graph_0298_n34.txt,4.110199981369078,187,3
graph_0299_n43.txt,11.653299909085035,273,4
graph_0300_n31.txt,4.5146000338718295,113,2
graph_0301_n491.txt,62.59649991989136,359,6
graph_0302_n300.txt,37.9881999688223,141,2
graph_0303_n219.txt,12.281599920243025,640,10
graph_0304_n121.txt,38.583799963817,280,5
graph_0305_n289.txt,54.76629990153015,258,5
graph_0306_n220.txt,46.468299929983914,71,1
graph_0307_n231.txt,41.774600045755506,181,2
graph_0308_n316.txt,81.42780000343919,451,6
graph_0309_n269.txt,26.302500045858324,338,5
graph_0310_n361.txt,49.80180005077273,412,8
graph_0311_n490.txt,81.18710003327578,195,4
graph_0312_n269.txt,31.22889995574951,407,6
graph_0313_n475.txt,65.59979997109622,246,4
graph_0314_n237.txt,32.31319994665682,124,2
graph_0315_n434.txt,48.779700067825615,446,8
graph_0316_n318.txt,74.92629997432232,305,4
graph_0317_n351.txt,48.33469993900508,315,4
graph_0318_n380.txt,134.54449991695583,223,4
graph_0319_n172.txt,37.71160007454455,347,5
graph_0320_n476.txt,102.2276000585407,314,6
graph_0321_n203.txt,41.64250008761883,520,8
graph_0322_n292.txt,54.44889992941171,266,5
graph_0323_n381.txt,43.81389997433871,167,2
graph_0324_n376.txt,36.29169997293502,283,5
graph_0325_n182.txt,31.81750001385808,340,5
graph_0326_n213.txt,46.28829995635897,297,6
graph_0327_n116.txt,30.25569999590516,178,4
graph_0328_n353.txt,37.85760002210736,377,7
graph_0329_n407.txt,47.217900049872696,620,10
graph_0330_n442.txt,57.93799995444715,225,4
graph_0331_n146.txt,31.562400050461292,261,4
graph_0332_n462.txt,56.224699947051704,190,4
graph_0333_n276.txt,26.331199915148318,335,6
graph_0334_n328.txt,31.302400049753487,415,6
graph_0335_n184.txt,36.98109998367727,252,6
graph_0336_n420.txt,45.64329993445426,333,5
graph_0337_n204.txt,30.720100039616227,477,7
graph_0338_n297.txt,43.389500002376735,254,3
graph_0339_n428.txt,40.87770008482039,310,5
graph_0340_n306.txt,94.16899993084371,415,8
graph_0341_n259.txt,28.134800028055906,279,5
graph_0342_n393.txt,54.6372999669984,245,6
graph_0343_n347.txt,23.241500020958483,499,8
graph_0344_n142.txt,17.702100099995732,196,4
graph_0345_n233.txt,18.017100053839386,294,5
graph_0346_n285.txt,64.5348000107333,333,4
graph_0347_n326.txt,36.91249992698431,199,3
graph_0348_n260.txt,32.696499954909086,120,2
graph_0349_n472.txt,95.2477001119405,324,5
graph_0350_n453.txt,130.6273000082001,236,4
graph_0351_n240.txt,25.646300055086613,248,4
graph_0352_n411.txt,62.8543000202626,316,4
graph_0353_n311.txt,31.55980003066361,525,7
graph_0354_n436.txt,45.68430001381785,189,3
graph_0355_n248.txt,30.104300007224083,95,1
graph_0356_n491.txt,142.53759989514947,287,6
graph_0357_n308.txt,40.60639999806881,315,6
graph_0358_n405.txt,32.507400028407574,201,3
graph_0359_n423.txt,117.11260001175106,255,5
graph_0360_n340.txt,46.47770000156015,340,5
graph_0361_n492.txt,63.46099998336285,464,8
graph_0362_n448.txt,49.01309998240322,369,7
graph_0363_n362.txt,56.88759998884052,309,5
graph_0364_n478.txt,42.31620009522885,171,4
graph_0365_n112.txt,16.581600066274405,323,6
graph_0366_n368.txt,26.61549998447299,74,1
graph_0367_n395.txt,34.05210003256798,90,1
graph_0368_n216.txt,68.760099937208,429,7
graph_0369_n339.txt,110.67630001343787,452,7
graph_0370_n109.txt,15.428200014866889,108,2
graph_0371_n299.txt,40.2225999860093,402,6
graph_0372_n204.txt,25.742400088347495,156,2
graph_0373_n352.txt,113.82079997565597,264,5
graph_0374_n192.txt,32.0521000539884,259,3
graph_0375_n466.txt,49.35710004065186,675,10
graph_0376_n281.txt,47.951600048691034,185,3
graph_0377_n216.txt,27.151399990543723,131,2
graph_0378_n167.txt,24.370099999941885,363,5
graph_0379_n188.txt,35.974300000816584,218,4
graph_0380_n278.txt,35.185599932447076,285,4
graph_0381_n159.txt,26.992900064215064,220,5
graph_0382_n489.txt,93.90820004045963,321,5
graph_0383_n455.txt,85.81560000311583,265,5
graph_0384_n468.txt,89.58709996659309,330,5
graph_0385_n113.txt,13.547400012612343,82,1
graph_0386_n362.txt,52.289400016888976,364,6
graph_0387_n229.txt,21.69840002898127,250,4
graph_0388_n275.txt,51.6662000445649,288,5
graph_0389_n111.txt,18.874799949117005,199,4
graph_0390_n318.txt,32.47849992476404,248,6
graph_0391_n123.txt,36.56609996687621,215,4
graph_0392_n439.txt,49.03049999848008,76,1
graph_0393_n415.txt,76.25789998564869,302,5
graph_0394_n465.txt,53.91850008163601,383,7
graph_0395_n339.txt,34.40930007491261,369,6
graph_0396_n351.txt,73.32600001245737,267,4
graph_0397_n472.txt,79.14719998370856,211,4
graph_0398_n458.txt,138.77179997507483,583,8
graph_0399_n462.txt,63.66879993584007,284,5
graph_0400_n317.txt,56.07120005879551,261,3
graph_0401_n444.txt,69.01909993030131,285,5
graph_0402_n122.txt,15.065099927596748,138,2
graph_0403_n402.txt,75.50849998369813,245,5
graph_0404_n142.txt,13.36870004888624,186,3
graph_0405_n352.txt,38.48160000052303,113,2
graph_0406_n191.txt,26.79329994134605,159,3
graph_0407_n483.txt,172.60690010152757,435,8
graph_0408_n307.txt,66.14939996507019,243,6
graph_0409_n448.txt,126.90080003812909,339,7
graph_0410_n220.txt,33.94739993382245,301,5
graph_0411_n286.txt,36.171099985949695,35,1
graph_0412_n262.txt,35.77780001796782,386,6
graph_0413_n371.txt,40.91440001502633,286,5
graph_0414_n154.txt,8.602799964137375,125,2
graph_0415_n204.txt,24.01549997739494,227,3
graph_0416_n201.txt,12.994599994271994,158,2
graph_0417_n195.txt,23.851400008425117,158,2
graph_0418_n176.txt,19.484400050714612,257,5
graph_0419_n104.txt,8.97870003245771,448,7
graph_0420_n227.txt,50.73630006518215,278,4
graph_0421_n143.txt,23.427800042554736,582,9
graph_0422_n209.txt,19.413799978792667,124,3
graph_0423_n447.txt,71.73219998367131,285,5
graph_0424_n456.txt,52.211100002750754,337,6
graph_0425_n316.txt,38.647200097329915,101,2
graph_0426_n442.txt,111.97690002154559,340,6
graph_0427_n106.txt,21.575600025244057,219,6
graph_0428_n427.txt,41.470499942079186,247,3
graph_0429_n315.txt,63.99359996430576,278,4
graph_0430_n377.txt,56.00119999144226,225,4
graph_0431_n404.txt,72.34590000007302,403,6
graph_0432_n370.txt,74.55260003916919,185,3
graph_0433_n316.txt,43.05510001722723,324,5
graph_0434_n376.txt,174.54610008280724,301,5
graph_0435_n341.txt,82.27370004169643,393,5
graph_0436_n370.txt,67.85760005004704,172,3
graph_0437_n152.txt,31.001399969682097,277,6
graph_0438_n309.txt,52.46960010845214,319,4
graph_0439_n128.txt,21.211499930359423,138,3
graph_0440_n189.txt,24.42120003979653,209,3
graph_0441_n221.txt,23.423300008289516,598,8
graph_0442_n161.txt,22.537400014698505,148,2
graph_0443_n335.txt,40.27309990487993,319,4
graph_0444_n442.txt,37.97389997635037,528,7
graph_0445_n355.txt,41.16759996395558,297,7
graph_0446_n194.txt,28.949399944394827,93,1
graph_0447_n397.txt,95.98739992361516,192,4
graph_0448_n105.txt,13.73150001745671,81,1
graph_0449_n130.txt,18.41480005532503,165,2
graph_0450_n422.txt,29.016599990427494,516,8
graph_0451_n223.txt,13.86319997254759,223,3
graph_0452_n327.txt,35.79370002262294,318,6
graph_0453_n352.txt,50.354299950413406,224,3
graph_0454_n444.txt,63.98689991328865,142,3
graph_0455_n113.txt,72.86899990867823,356,7
graph_0456_n461.txt,143.35350005421788,318,7
graph_0457_n196.txt,20.346199977211654,74,1
graph_0458_n303.txt,46.05890007223934,290,5
graph_0459_n318.txt,36.11280000768602,260,5
graph_0460_n208.txt,12.711900053545833,318,4
graph_0461_n102.txt,11.906799976713955,251,4
graph_0462_n487.txt,115.24789989925921,367,6
graph_0463_n350.txt,43.940800009295344,523,8
graph_0464_n381.txt,75.48949995543808,336,5
graph_0465_n397.txt,77.22019997891039,223,3
graph_0466_n488.txt,118.0746000027284,314,5
graph_0467_n107.txt,20.35539993084967,121,3
graph_0468_n181.txt,36.289700074121356,269,5
graph_0469_n195.txt,17.40569993853569,182,3
graph_0470_n196.txt,18.64139991812408,307,5
graph_0471_n371.txt,47.30360000394285,305,4
graph_0472_n447.txt,30.902799917384982,217,3
graph_0473_n287.txt,117.33039992395788,211,5
graph_0474_n308.txt,45.92240008059889,223,4
graph_0475_n482.txt,87.51380001194775,120,3
graph_0476_n452.txt,65.70699997246265,559,8
graph_0477_n307.txt,49.79780002031475,74,1
graph_0478_n201.txt,25.613800040446222,515,8
graph_0479_n397.txt,129.90470009390265,146,2
graph_0480_n215.txt,44.504999998025596,237,4
graph_0481_n287.txt,95.40759993251413,426,7
graph_0482_n276.txt,38.802600000053644,223,5
graph_0483_n359.txt,43.63179998472333,170,4
graph_0484_n128.txt,9.122499963268638,496,8
graph_0485_n365.txt,172.34709998592734,225,3
graph_0486_n431.txt,78.45190004445612,443,6
graph_0487_n115.txt,13.591099996119738,153,3
graph_0488_n149.txt,14.419500017538667,83,1
graph_0489_n379.txt,75.29830001294613,244,4
graph_0490_n118.txt,11.413499945774674,411,7
graph_0491_n336.txt,44.00860005989671,211,3
graph_0492_n400.txt,31.59400005824864,549,10
graph_0493_n421.txt,54.550600005313754,228,3
graph_0494_n334.txt,29.228600091300905,16,1
graph_0495_n357.txt,38.615599973127246,551,11
graph_0496_n290.txt,40.63780000433326,194,3
graph_0497_n368.txt,45.6523000029847,451,6
graph_0498_n226.txt,35.06410005502403,145,2
graph_0499_n121.txt,12.533300090581179,132,2
graph_0500_n209.txt,50.185399944894016,234,5
graph_0501_n1000.txt,233.76219999045134,269,5
graph_0502_n836.txt,129.5362999662757,319,5
graph_0503_n992.txt,360.6682999525219,413,7
graph_0504_n864.txt,90.31690005213022,612,9
graph_0505_n770.txt,112.34699992928654,224,5
graph_0506_n979.txt,263.48649989813566,371,6
graph_0507_n516.txt,63.849200028926134,255,4
graph_0508_n635.txt,81.80489996448159,281,4
graph_0509_n889.txt,469.5635999087244,403,7
graph_0510_n821.txt,192.91869993321598,376,8
